hash,message,added_lines,label,notes
8f5b53aa95f42da0b5a4cd9ac96693733294db70,Replace section numbers out of the readme links (#417),"+4.1.1 [Conduct Search Engine Discovery Reconnaissance for Information Leakage](01-Conduct_Search_Engine_Discovery_Reconnaissance_for_Information_Leakage.md)
+4.1.2 [Fingerprint Web Server](02-Fingerprint_Web_Server.md)
+4.1.3 [Review Webserver Metafiles for Information Leakage](03-Review_Webserver_Metafiles_for_Information_Leakage.md)
+4.1.4 [Enumerate Applications on Webserver](04-Enumerate_Applications_on_Webserver.md)
+4.1.5 [Review Webpage Comments and Metadata for Information Leakage](05-Review_Webpage_Comments_and_Metadata_for_Information_Leakage.md)
+4.1.6 [Identify Application Entry Points](06-Identify_Application_Entry_Points.md)
+4.1.7 [Map Execution Paths Through Application](07-Map_Execution_Paths_Through_Application.md)
+4.1.8 [Fingerprint Web Application Framework](08-Fingerprint_Web_Application_Framework.md)
+4.1.9 [Fingerprint Web Application](09-Fingerprint_Web_Application.md)
+4.1.10 [Map Application Architecture](10-Map_Application_Architecture.md)
+4.2.1 [Test Network Infrastructure Configuration](01-Test_Network_Infrastructure_Configuration.md)
+4.2.2 [Test Application Platform Configuration](02-Test_Application_Platform_Configuration.md)
+4.2.3 [Test File Extensions Handling for Sensitive Information](03-Test_File_Extensions_Handling_for_Sensitive_Information.md)
+4.2.4 [Review Old Backup and Unreferenced Files for Sensitive Information](04-Review_Old_Backup_and_Unreferenced_Files_for_Sensitive_Information.md)
+4.2.5 [Enumerate Infrastructure and Application Admin Interfaces](05-Enumerate_Infrastructure_and_Application_Admin_Interfaces.md)
+4.2.6 [Test HTTP Methods](06-Test_HTTP_Methods.md)
+4.2.7 [Test HTTP Strict Transport Security](07-Test_HTTP_Strict_Transport_Security.md)
+4.2.8 [Test RIA Cross Domain Policy](08-Test_RIA_Cross_Domain_Policy.md)
+4.2.9 [Test File Permission](09-Test_File_Permission.md)
+4.2.10 [Test for Subdomain Takeover](10-Test_for_Subdomain_Takeover.md)
+4.2.11 [Testing Cloud Storage](11-Test_Cloud_Storage.md)
+4.3.1 [Test Role Definitions](01-Test_Role_Definitions.md)
+4.3.2 [Test User Registration Process](02-Test_User_Registration_Process.md)
+4.3.3 [Test Account Provisioning Process](03-Test_Account_Provisioning_Process.md)
+4.3.4 [Testing for Account Enumeration and Guessable User Account](04-Testing_for_Account_Enumeration_and_Guessable_User_Account.md)
+4.3.5 [Testing for Weak or Unenforced Username Policy](05-Testing_for_Weak_or_Unenforced_Username_Policy.md)
+4.4.1 [Testing for Credentials Transported over an Encrypted Channel](01-Testing_for_Credentials_Transported_over_an_Encrypted_Channel.md)
+4.4.2 [Testing for Default Credentials](02-Testing_for_Default_Credentials.md)
+4.4.3 [Testing for Weak Lock Out Mechanism](03-Testing_for_Weak_Lock_Out_Mechanism.md)
+4.4.4 [Testing for Bypassing Authentication Schema](04-Testing_for_Bypassing_Authentication_Schema.md)
+4.4.5 [Testing for Vulnerable Remember Password](05-Testing_for_Vulnerable_Remember_Password.md)
+4.4.6 [Testing for Browser Cache Weaknesses](06-Testing_for_Browser_Cache_Weaknesses.md)
+4.4.7 [Testing for Weak Password Policy](07-Testing_for_Weak_Password_Policy.md)
+4.4.8 [Testing for Weak Security Question Answer](08-Testing_for_Weak_Security_Question_Answer.md)
+4.4.9 [Testing for Weak Password Change or Reset Functionalities](09-Testing_for_Weak_Password_Change_or_Reset_Functionalities.md)
+4.4.10 [Testing for Weaker Authentication in Alternative Channel](10-Testing_for_Weaker_Authentication_in_Alternative_Channel.md)
+4.5.1 [Testing Directory Traversal File Include](01-Testing_Directory_Traversal_File_Include.md)
+4.5.2 [Testing for Bypassing Authorization Schema](02-Testing_for_Bypassing_Authorization_Schema.md)
+4.5.3 [Testing for Privilege Escalation](03-Testing_for_Privilege_Escalation.md)
+4.5.4 [Testing for Insecure Direct Object References](04-Testing_for_Insecure_Direct_Object_References.md)
+4.6.1 [Testing for Session Management Schema](01-Testing_for_Session_Management_Schema.md)
+4.6.2 [Testing for Cookies Attributes](02-Testing_for_Cookies_Attributes.md)
+4.6.3 [Testing for Session Fixation](03-Testing_for_Session_Fixation.md)
+4.6.4 [Testing for Exposed Session Variables](04-Testing_for_Exposed_Session_Variables.md)
+4.6.5 [Testing for Cross Site Request Forgery](05-Testing_for_CSRF.md)
+4.6.6 [Testing for Logout Functionality](06-Testing_for_Logout_Functionality.md)
+4.6.7 [Test Session Timeout](07-Testing_Session_Timeout.md)
+4.6.8 [Testing for Session Puzzling](08-Testing_for_Session_Puzzling.md)
+4.7.1 [Testing for Reflected Cross Site Scripting](01-Testing_for_Reflected_Cross_Site_Scripting.md)
+4.7.2 [Testing for Stored Cross Site Scripting](02-Testing_for_Stored_Cross_Site_Scripting.md)
+4.7.3 [Testing for HTTP Verb Tampering](03-Testing_for_HTTP_Verb_Tampering.md)
+4.7.4 [Testing for HTTP Parameter Pollution](04-Testing_for_HTTP_Parameter_Pollution.md)
+4.7.5 [Testing for SQL Injection](05-Testing_for_SQL_Injection.md)
+- 4.7.5.1 [Testing for Oracle](05.1-Testing_f",0,Noise / Non-knowledge
e0d218c1e04d97cb85934970298f6f6de0237383,Implement pull_request_target for link checking (#534),"+  pull_request_target:
+        links=`cat brokenlinks.txt`
+        links=""${links//'%'/'%25'}""
+        links=""${links//$'\n'/'%0A'}""
+        links=""${links//$'\r'/'%0D'}""
+        echo ::set-output name=links::**Following links are broken:** %0A$links
+      if: failure()
+        path: brokenlinks.txt
+    - name: Comment broken links
+      if: failure()
+      uses: thollander/actions-comment-pull-request@1.0.0
+      with:
+        message: ${{ steps.brokenlinks.outputs.links }}
+        GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}",0,Noise / Non-knowledge
c9eda78d0122fe7191d71a583e53265189bfd822,Add more references - Testing Business Logic Data Validation (#396),"+### Example 3
+
+**Distributed Denial of Dollar (DDo$):**
+This was a campaign that was proposed by the founder of the website ""The Pirate Bay"" against the law firm who brought prosecutions against ""The Pirate Bay"". The goal was to take advantage of errors in the design of business features and in the process of credit transfer validation.
+
+This attack was perfomed by sending very small amounts of money of 1 SEK ($0.13 USD) to the law firm.
+The bank account to which the payments were directed had only 1000 free transfers, after which any transfers have a surcharge for the account holder (2 SEK). After the first thousand internet transactions every 1 SEK donation to the law firm will actually end up costing it 1 SEK instead.
+
+[OWASP Proactive Controls (C5) - Validate All Inputs](https://owasp.org/www-project-proactive-controls/v3/en/c5-validate-inputs)
+
+[OWASP Cheatsheet Series - Input_Validation_Cheat_Sheet](https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html)
+",1,Security Knowledge
b13eb8a263de275e6b940a02e40428fda35701f1,Fix linting in Appx.D_Encoded_Injection (#218),"+Character encoding is the process of mapping characters, numbers and other symbols to a standard format. Typically, this is done to create a message ready for transmission between sender and receiver. It is, in simple terms, the conversion of characters (belonging to different languages like English, Chinese, Greek or any other known language) into bytes. An example of a widely used character encoding scheme is the American Standard Code for Information Interchange (ASCII) that initially used 7-bit codes. More recent examples of encoding schemes would be the Unicode `UTF-8` and `UTF-16` computing industry standards.
+Web applications usually employ different types of input filtering mechanisms to limit the input that can be submitted by the user. If these input filters are not implemented sufficiently well, it is possible to slip a character or two through these filters. For instance, a `/` can be represented as `2F` (hex) in ASCII, while the same character (`/`) is encoded as `C0` `AF` in Unicode (2 byte sequence). Therefore, it is important for the input filtering control to be aware of the encoding scheme used. If the filter is found to be detecting only `UTF-8` encoded injections, a different encoding scheme may be employed to bypass this filter.
+Web browsers need to be aware of the encoding scheme used to coherently display a web page. Ideally, this information should be provided to the browser in the HTTP header (`Content-Type`) field, as shown below:
+or through HTML META tag (`META HTTP-EQUIV`), as shown below:
+Many web pages leave the character encoding (`charset` parameter in HTTP) undefined. In earlier versions of HTML and HTTP, the character encoding was supposed to default to `ISO-8859-1` if it wasn't defined. In fact, many browsers had a different default, so it was not possible to rely on the default being `ISO-8859-1`. HTML version 4 legitimizes this - if the character encoding isn't specified, any character encoding can be used.
+If the web server doesn't specify which character encoding is in use, it can't tell which characters are special. Web pages with unspecified character encoding work most of the time because most character sets assign the same characters to byte values below 128. But which of the values above 128 are special? Some 16-bit `character-encoding` schemes have additional multi-byte representations for special characters such as `<`. Some browsers recognize this alternative encoding and act on it. This is “correct” behavior, but it makes attacks using malicious scripts much harder to prevent. The server simply doesn't know which byte sequences represent the special characters.
+Therefore in the event of not receiving the character encoding information from the server, the browser either attempts to `guess` the encoding scheme or reverts to a default scheme. In some cases, the user explicitly sets the default encoding in the browser to a different scheme. Any such mismatch in the encoding scheme used by the web page (server) and the browser may cause the browser to interpret the page in a manner that is unintended or unexpected.
+All the scenarios given below form only a subset of the various ways obfuscation can be achieved to bypass input filters. Also, the success of encoded injections depends on the browser in use. For example, `US-ASCII` encoded injections were previously successful only in IE browser but not in Firefox. Therefore, it may be noted that encoded injections, to a large extent, are browser dependent.
+`String.fromCharCode` Javascript function takes the given Unicode values and returns the corresponding string. This is one of the most basic forms of encoded injections. Another vector that can be used to bypass this filter is:
+The above uses HTML Entities to construct the injection string. HTML Entities encoding is used to display characters that have a special meaning in HTML. For instance, `>` works as a closing bracket for a HTML tag. In order to actually display this character on the web page HTML character entities should be inserted in the page source. The injections mentioned above are one way of encoding. There are numerous other ways in which a string can be encoded (obfuscated) in order to bypass the above filter.
+Hex, short for Hexadecimal, is a base 16 numbering system i.e it has 16 different values from `0` to `9` and `A` to `F` to represent various characters. Hex encoding is another form of obfuscation that is sometimes used to bypass input validation filters. For instance, hex encoded version of the string `<IMG SRC=javascript:alert('XSS')>` is
+For the above script to work, the browser has to interpret the web page as encoded in `UTF-7`.",0,Noise / Non-knowledge
0352ff6b3d446e101dce17958ff8594d9b2563c2,Fix linting issues in 4.12 (#220),"+5. Authorization.
+JavaScript code should be analyzed to determine how web messaging is implemented. In particular, testers should be interested in how the website is restricting messages from untrusted domains, and how the data is handled even for trusted domains.
+For further OWASP resources regarding web messaging, see [OWASP HTML5 Security Cheat Sheet](https://cheatsheetseries.owasp.org/cheatsheets/HTML5_Security_Cheat_Sheet.html)
+
+http://www.target.site?#redirect=www.fake-target.site
+if (redir)
+In ActionScript 2.0, any uninitialized global variable is assumed to be a FlashVar. Global variables are those variables that are prepended by `_root`, `_global` or `_level0`. This means that if an attribute like `_root.varname` is undefined throughout the code flow, it could be overwritten by URL parameters:
+- `LoadVars.load`
+- `LoadVars.send`
+- `LoadVars.load ( 'url' )`
+- `Sound.loadSound( 'url' , isStreaming );`
+![Clickjacking illustration](images/Clickjacking_description.png)\
+![Masked inline frame illustration](images/Masked_iframe.png)\
+#### Client Side Protection: Frame Busting
+##### Mobile website Version
+
+##### Double Framing
+
+- self.parent.location = document.location
+- parent.location.href = self.location
+- parent.location = self.location
+```javascript
+if(top.location!=self.locaton) {
+    parent.location = self.location;
+}
+```
+```html
+<iframe src=""fictitious.html"">
+```
+```html
+<iframe src=""http://target site"">
+```
+
+##### Disabling javascript
+- Restricted frames with Internet Explorer: Starting from Internet Explorer 6, a frame can have the “security” attribute that, if it is set to the value “restricted”, ensures that JavaScript code, ActiveX controls, and re-directs to other sites do not work in the frame.
+```html
+<iframe src=""http://target site"" security=""restricted""></iframe>
+```
+- Sandbox attribute: with HTML5 there is a new attribute called “sandbox”. It enables a set of restrictions on content loaded into the iframe. At this moment this attribute is only compatible with Chrome and Safari.
+```html
+<iframe src=""http://target site"" sandbox></iframe>
+```
+
+- Design mode: Paul Stone showed a security issue concerning the “designMode” that can be turned on in the framing page (via document.designMode), disabling JavaScript in top and sub-frame. The design mode is currently implemented in Firefox and IE8.
+##### OnBeforeUnload Event
+The `onBeforeUnload` event could be used to evade frame busting code. This event is called when the frame busting code wants to destroy the iframe by loading the URL in the whole web page and not only in the iframe. The handler function returns a string that is prompted to the user asking confirm if he wants to leave the page. When this string is displayed to the user is likely to cancel the navigation, defeating traget's frame busting attempt.
+```html
+<h1>www.fictitious.site</h1>
+<script>
+    window.onbeforeunload = function()
+    {
+        return "" Do you want to leave fictitious.site?"";
+    }
+</script>
+<iframe src=""http://target site"">
+```
+```php
+<?php
+    header(""HTTP/1.1 204 No Content"");
+?>
+```
+```html
+<script>
+    var prevent_bust = 0;
+    window.onbeforeunload = function() {
+        prevent_bust++;
+    };
+    setInterval(
+        function() {
+            if (prevent_bust > 0) {
+                prevent_bust -= 2;
+                window.top.location = ""http://attacker.site/204.php"";
+            }
+        }, 1);
+</script>
+<iframe src=""http://target site"">
+```
+
+##### XSS Filter
+
+- **IE8 XSS filter**: this filter has visibility into all parameters of each request and response flowing through the web browser and it compares them to a set of regular expressions in order to look for reflected XSS attempts. When the filter identifies a possible XSS attacks; it disables all inline scripts within the page, including frame busting scripts (the same thing could be done with external scripts). For this reason an attacker could induce a false positive by inserting the beginning of the frame busting script into a request's parameters.
+```html
+<script>
+    if ( top != self )
+    {
+        top.location=self.location;
+    }
+</script>
+```
+```html
+<iframe src=”http://target site/?param=<script>if”>
+```
+- **Chrome 4.0 XSSAuditor filter**: It has a little different behaviour compared to IE8 XSS filter, in fact with this filter an attacker could deactivate a “script” by passing its code in a request parameter. This enables the framing page to specifically target a single snippet containing the frame busting code, leaving all the other codes intact.
+```html
+<script>
+    if ( top != self )
+    {
+        top.location=self.location;
+    }
+</script>
+```
+```html
+<iframe src=”http://target site/?param=if(top+!%3D+self)+%7B+top.location%3Dself.location%3B+%7D”>
+```
+
+##### Redefining location
+- **Redefining location in IE7 and IE8**: it is possible to redefine “location” as it is illustrated in th",0,Noise / Non-knowledge
4b75414ec95caf5d138a6b476a797963f9d5f0e3,Update 4.12.13 Testing for Cross Site Script Inclusion (XSSI)(OTG-CLIENT-013).md,"+By default websites are only allowed to access data if they are from the same origin. This is a key application security principle and governed by the same-origin policy (defined by RFC 6454 - [https://tools.ietf.org/html/rfc6454]). An origin is defined as the combination of URI scheme (http/https), host name, and port number. However, this policy is bypassed/not applicable for <script> HTML tag inclusions. This exception is necessary as without it websites would not be able to consume third party services, traffic analysis, or advertisement platforms, etc.
+Old browser's vulnerabilities (IE9/10) allowed data leakage via JavaScript error messages at runtime, but those vulnerabilties have now been patched by vendors and are considered less relevant. By setting the charset attribute of the <script> tag the attacker/tester can enforce UTF-16 encoding which allows data leakage for other data formats (e.g. JSON) in some cases. If you want to learn more about these please read  [Identifier based XSSI attacks MBSD Whitepaper](https://www.mbsd.jp/Whitepaper/xssi.pdf).
+1. Leak sensitive data via global variables.
+2. Leak sensitive data via global function parameters.
+3. Leak sensitive data via non-JavaScript resource - CSV (Comma Separated Values) with quotations theft.
+4. Leak sensitive data via JavaScript runtime errors.
+3. The attacker lures the user to attackingwebsite.com via social engineering, phishing emails, etc. This step requires the user to authenticate first to victim.com before visiting attackingwebsite.com.
+4. The user's browser fetches api.js and the sensitive data is leaked via the global JavaScript variable and displayed using innerHTML. 
+To leak data the attacker/tester has to be able to inject JavaScript code into the CSV data. The following example is an excerpt from Takeshi Terada's identifier based XSSI attacks whitepaper [8]:
+1. Identify which endpoints are responsible for sending sensitive data, what parameters are required, and identify all relevant dynamically and statically generated JavaScript responses using authenticated user sessions. Pay special attention to sensitive data sent using JSONP. To find dynamically generated JavaScript responses generate authenticated and unauthenticated requests then compare/diff them. If they're different then the response is dynamic otherwise it's static. To simplify this task a purpose built Burp proxy plugin by Veit Hailperin can be used [2]. Make sure to check other filetypes in addition to JavaScript: XSSI is not limited to JavaScript files and is much more widespread.",1,Security Knowledge
cbe346952aa92ab745d124509ab2722d915d78a2,Nginx typo fix (#1132),"+				""Nginx"",
+Nginx:",0,Noise / Non-knowledge
eab0158472040692261efe26ae4596cacd9678b2,Update slack invite link (#819),+1. Join the OWASP Group Slack with this [invitation link](https://owasp.org/slack/invite).,0,Noise / Non-knowledge
0233f5b0ba12824369fb3b84a033e6c4cefb7c3d,Update document/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/06-Test_HTTP_Methods.md,"+HTTP offers a number of methods that can be used to perform actions on the web server (the HTTP 1.1 standard refers to them as `methods` but they are also commonly described as `verbs`). While GET and POST are by far the most common methods that are used to access information provided by a web server, HTTP allows several other (and somewhat less known) methods. Some of these can be used for nefarious purposes if the web server is misconfigured.
+[RFC 7231 –  Hypertext Transfer Protocol (HTTP/1.1): Semantics and Content](https://tools.ietf.org/html/rfc7231) defines the following valid HTTP request methods, or verbs:
+- [`GET`](https://tools.ietf.org/html/rfc7231#section-4.3.1)
+- [`HEAD`](https://tools.ietf.org/html/rfc7231#section-4.3.2)
+- [`POST`](https://tools.ietf.org/html/rfc7231#section-4.3.3)
+- [`PUT`](https://tools.ietf.org/html/rfc7231#section-4.3.4)
+- [`DELETE`](https://tools.ietf.org/html/rfc7231#section-4.3.5)
+- [`CONNECT`](https://tools.ietf.org/html/rfc7231#section-4.3.6)
+- [`OPTIONS`](https://tools.ietf.org/html/rfc7231#section-4.3.7)
+- [`TRACE`](https://tools.ietf.org/html/rfc7231#section-4.3.8)
+However, most web applications only need to respond to GET and POST requests, receiving user data in the URL query string or appended to the request respectively. The standard `<a href=""""></a>` style links as well as forms defined wihtout a method trigger a GET request; form data submitted via `<form method='POST'></form>` trigger POST requests. JavaScript and AJAX calls may send methods other than GET and POST but should usally not need to do that. If an application has to accept other methods, e.g. when implementing a RESTful Web Service, test it thoroughly to make sure that all endpoints only accept the methods that they require and that attacks such as Cross-Site Tracing (XST) are not possible.
+Also, verify that the web application authenticates and authorizes all requests regardless of request method, e.g. if a GET request for an endpoint requires authentication and authorization then a POST request to the same endpoint should typically also require authentication and authorization and so should typically a HEAD request as well.
+To perform this test, the tester needs some way to figure out which HTTP methods are supported by the web server that is being examined. While the OPTIONS HTTP method provides a direct way to do that, use a tool such as the http-methods nmap script to verify the servers response to the OPTIONS request.
+To use the http-methods nmap script to test the endpoint `/admin` on the server `localhost` using HTTPs, issue the command `nmap -p 443 --script http-methods --script-args http-methods.url-path='/index.php' localhost`
+### Testing for Access Control Bypass
+Find a page to visit that has a security constraint such that a GET request would normally force a 302 redirect to a log in page or force a log in directly. Issue requests using various methods such as HEAD, POST, PUT etc. as well as arbitrarily made up methods such as BILBAO, FOOBAR, CATS etc., if the web application responds with a `HTTP/1.1 200 OK` that is not a login page, it may be possible to bypass authentication and/or authorization. The following example uses netcat, to test web applications using HTTPs, substitute netcat for another tool such as NMAPs `ncat`.
+If the system appears vulnerable, issue CSRF-like attacks such as the following to exploit the issue more fully:
+- PUT /admin/changePw.php?member=myAdmin&passwd=foo123&confirm=foo123
+- CATS /admin/groupEdit.php?group=Admins&member=myAdmin&action=add
+- [w3af plugin htaccess_methods](http://w3af.org/plugins/audit/htaccess_methods)
+- [HTACCESS: BILBAO Method Exposed](https://web.archive.org/web/20160616172703/http://www.kernelpanik.org/docs/kernelpanik/bme.eng.pdf)
+This content has been merged into: [Test HTTP Methods](../02-Configuration_and_Deployment_Management_Testing/06-Test_HTTP_Methods.md)",1,Security Knowledge
e446143a3fcc8e1d2e110b726ead670ee6409508,Add help to run lint checker in local environment (#116),"+2. Install [Visual Studio Code](https://code.visualstudio.com/).
+3. Install the following [markdown linter plugin](https://github.com/DavidAnson/vscode-markdownlint#install).
+4. You can safely follow now [how to send a PR](#how-to-send-a-pr).
+
+#### How to Run Local CI Tests
+
+1. Go to the project folder in your terminal
+2. Make sure you have installed [node](https://nodejs.org)
+3. Install node modules
+    `npm install`
+4. Run test
+    `npm test`",0,Noise / Non-knowledge
bffcd4bd59bacb748c0aff402b7d9a50366e827d,Publish Latest JSON checklist 2022-01-29 (#838),"+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/01-Conduct_Search_Engine_Discovery_Reconnaissance_for_Information_Leakage"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/02-Fingerprint_Web_Server"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/03-Review_Webserver_Metafiles_for_Information_Leakage"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/04-Enumerate_Applications_on_Webserver"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/05-Review_Webpage_Content_for_Information_Leakage"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/06-Identify_Application_Entry_Points"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/07-Map_Execution_Paths_Through_Application"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/08-Fingerprint_Web_Application_Framework"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/09-Fingerprint_Web_Application"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/01-Information_Gathering/10-Map_Application_Architecture"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/01-Test_Network_Infrastructure_Configuration"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/02-Test_Application_Platform_Configuration"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/03-Test_File_Extensions_Handling_for_Sensitive_Information"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/04-Review_Old_Backup_and_Unreferenced_Files_for_Sensitive_Information"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/05-Enumerate_Infrastructure_and_Application_Admin_Interfaces"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/06-Test_HTTP_Methods"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/07-Test_HTTP_Strict_Transport_Security"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/08-Test_RIA_Cross_Domain_Policy"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/09-Test_File_Permission"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/10-Test_for_Subdomain_Takeover"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/11-Test_Cloud_Storage"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/02-Configuration_and_Deployment_Management_Testing/12-Test_for_Content_Security_Policy"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/03-Identity_Management_Testing/01-Test_Role_Definitions"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/03-Identity_Management_Testing",0,Noise / Non-knowledge
7e9b7837014d96dbdce0fc825c9f270da4a5c067,Tweaks (#572),"+|ID          |
+|------------|
+- [InfoPath Forms Services business logic exceeded the maximum limit of operations Rule](http://mpwiki.viacode.com/default.aspx?g=posts&t=115678)
+- [Gold Trading Was Temporarily Halted On The CME This Morning](https://www.businessinsider.com/gold-halted-on-cme-for-stop-logic-event-2013-10)",0,Noise / Non-knowledge
948f5dc94b4dcf967e7de193ced73fb7b4cfad6e,Add SQL wildcard injection (#856),"+### SQL Wildcard Injection
+
+Most SQL dialects support both single-character wildcards (usually ""`?`"" or ""`_`"") and multi-character wildcards (usually ""`%`"" or ""`*`""), which can be used in queries with the `LIKE` operator. Even when appropriate controls (such as parameters or prepared statements) are used to protect against SQL injection attacks, it may be possible to inject wildcards into queries.
+
+For example, if a web application allows users to enter a discount code as part of the checkout process, and it checks whether this code exists in the database using a query such as `SELECT * FROM discount_codes WHERE code LIKE ':code'`, then entering a value of `%` would match all of the discount codes.
+
+This technique could also be used to determine exact discount codes through increasingly specific queries, such as `a%`, `b%`, `ba%`, etc).
+",1,Security Knowledge
d8ddac331ed84d642808fc37c96470fce9734a20,Merge pull request #382 from OWASP/kingthorin-patch-1,,0,Noise / Non-knowledge
beb7d124fcd86d3b18bafa01319f95bf1c24498a,Update 4.12.13 Testing for Cross Site Script Inclusion (XSSI)(OTG-CLIENT-013).md,"+`api.js` contents:
+```javascript
+(function() {
+  var secret = ""supersecretAPIkey"";
+  window.globalFunction(secret);
+})();
+```
+",1,Security Knowledge
dbbe5a7ea1c730208aa8dab02b5a01efaf65fc1f,Merge pull request #500 from kingthorin/soc-assets,,0,Noise / Non-knowledge
